order_id,order_date,customer_id,customer_age,region,sales_channel,product_name,category,quantity,unit_price,discount_rate,revenue,cost,campaign,payment_method,delivery_days,customer_rating,returned,gross_profit,gross_margin,month,age_group,returned_flag
ORD-00295,2025-07-06,C1264,26,South,Retail Store,Wireless Mouse,Accessories,3,756.28,0.2,1815.07,1565.5,Influencer,Net Banking,6,4,No,249.57,0.1375,2025-07,25-34,0
ORD-00296,2025-07-03,C1343,31,South,Mobile App,Wireless Mouse,Accessories,1,765.0,0.1,688.5,527.85,Referral,Net Banking,3,4,No,160.65,0.2333,2025-07,25-34,0
ORD-00297,2025-08-21,C1380,34,North,Retail Store,Wireless Mouse,Accessories,1,841.14,0.2,672.91,580.39,Influencer,UPI,3,4,No,92.52,0.1375,2025-08,25-34,0
ORD-00298,2025-09-22,C1177,49,West,Retail Store,Laptop Stand,Office,1,1364.93,0.15,1160.19,859.91,Referral,Cash,5,5,No,300.28,0.2588,2025-09,45-54,0
ORD-00299,2025-03-13,C1081,41,South,Website,Portable Speaker,Audio,1,2075.94,0.1,1868.35,1515.44,Search Ads,UPI,3,4,No,352.91,0.1889,2025-03,35-44,0
ORD-00300,2025-09-04,C1294,55,West,Website,Portable Speaker,Audio,1,2038.26,0.15,1732.52,1487.93,Festive Sale,Cash,2,3,No,244.59,0.1412,2025-09,55+,0
ORD-00301,2025-03-17,C1327,19,South,Website,Wireless Mouse,Accessories,1,858.99,0.15,730.14,592.7,Organic,Net Banking,5,5,No,137.44,0.1882,2025-03,18-24,0
ORD-00302,2025-11-07,C1393,29,West,Website,Portable Speaker,Audio,3,2302.66,0.2,5526.38,5042.82,Search Ads,Debit Card,1,4,No,483.56,0.0875,2025-11,25-34,0
ORD-00303,2025-08-21,C1259,61,South,Website,Bluetooth Headphones,Audio,1,2508.08,0.0,2508.08,1805.82,Search Ads,Cash,5,4,No,702.26,0.28,2025-08,55+,0
ORD-00304,2025-01-20,C1348,59,North,Mobile App,Bluetooth Headphones,Audio,1,2629.96,0.2,2103.97,1893.57,Organic,Cash,5,4,No,210.4,0.1,2025-01,55+,0
ORD-00305,2025-08-08,C1357,54,West,Mobile App,Smart Watch,Wearables,1,6390.48,0.2,5112.38,4792.86,Influencer,Debit Card,3,2,No,319.52,0.0625,2025-08,45-54,0
ORD-00306,2025-11-03,C1267,18,East,Website,Webcam Pro,Office,2,3009.82,0.0,6019.64,4273.94,Organic,Net Banking,4,4,No,1745.7,0.29,2025-11,18-24,0
ORD-00307,2025-07-05,C1188,57,South,Website,Bluetooth Headphones,Audio,2,2468.44,0.1,4443.19,3554.55,Organic,Net Banking,4,3,No,888.64,0.2,2025-07,55+,0
ORD-00308,2025-04-02,C1071,60,West,Website,Mechanical Keyboard,Accessories,1,3441.97,0.1,3097.77,2409.38,Influencer,Credit Card,2,3,No,688.39,0.2222,2025-04,55+,0
ORD-00309,2025-02-21,C1027,28,West,Mobile App,Smart Watch,Wearables,3,6176.15,0.2,14822.76,13896.34,Influencer,Cash,5,4,No,926.42,0.0625,2025-02,25-34,0
ORD-00310,2025-08-11,C1206,57,North,Website,Bluetooth Headphones,Audio,1,2671.21,0.25,2003.41,1923.27,Festive Sale,UPI,1,4,No,80.14,0.04,2025-08,55+,0
ORD-00311,2026-02-01,C1307,50,West,Website,USB-C Hub,Accessories,1,1806.25,0.2,1445.0,1192.13,Referral,UPI,4,4,No,252.87,0.175,2026-02,45-54,0
ORD-00312,2025-03-22,C1378,63,East,Mobile App,Bluetooth Headphones,Audio,1,2506.09,0.15,2130.18,1804.39,Email Offer,Cash,4,2,No,325.79,0.1529,2025-03,55+,0
ORD-00313,2025-10-26,C1207,54,East,Retail Store,Mechanical Keyboard,Accessories,1,3473.67,0.2,2778.94,2431.57,Search Ads,Debit Card,2,1,No,347.37,0.125,2025-10,45-54,0
ORD-00314,2025-06-24,C1194,54,East,Retail Store,Bluetooth Headphones,Audio,3,2576.65,0.2,6183.96,5565.55,Referral,Net Banking,4,4,No,618.41,0.1,2025-06,45-54,0
ORD-00315,2025-12-15,C1113,61,North,Mobile App,Portable Speaker,Audio,1,2300.56,0.15,1955.48,1679.41,Influencer,UPI,2,5,No,276.07,0.1412,2025-12,55+,0
ORD-00316,2025-12-25,C1182,31,South,Website,Laptop Stand,Office,1,1294.13,0.15,1100.01,815.3,Festive Sale,Credit Card,4,5,No,284.71,0.2588,2025-12,25-34,0
ORD-00317,2025-09-13,C1128,57,South,Mobile App,Smart Watch,Wearables,3,5713.7,0.05,16284.04,12855.83,Search Ads,Net Banking,4,4,No,3428.21,0.2105,2025-09,55+,0
ORD-00318,2025-11-11,C1392,50,North,Retail Store,Wireless Mouse,Accessories,1,797.82,0.2,638.26,550.5,Email Offer,Credit Card,4,3,No,87.76,0.1375,2025-11,45-54,0
ORD-00319,2025-01-28,C1062,62,West,Retail Store,Webcam Pro,Office,1,2978.46,0.15,2531.69,2114.71,Email Offer,Cash,6,4,No,416.98,0.1647,2025-01,55+,0
ORD-00320,2025-02-21,C1242,57,East,Mobile App,Mechanical Keyboard,Accessories,1,3351.84,0.2,2681.47,2346.29,Referral,Credit Card,4,4,No,335.18,0.125,2025-02,55+,0
ORD-00321,2025-08-03,C1295,61,East,Retail Store,Mechanical Keyboard,Accessories,1,3292.5,0.05,3127.88,2304.75,Organic,Net Banking,4,3,No,823.13,0.2632,2025-08,55+,0
ORD-00322,2025-04-11,C1323,51,South,Mobile App,USB-C Hub,Accessories,1,2049.57,0.15,1742.13,1352.72,Email Offer,Debit Card,5,4,No,389.41,0.2235,2025-04,45-54,0
ORD-00323,2025-05-09,C1323,24,West,Website,Wireless Mouse,Accessories,1,796.0,0.05,756.2,549.24,Referral,Debit Card,2,4,No,206.96,0.2737,2025-05,18-24,0
ORD-00324,2025-01-11,C1333,59,North,Website,Webcam Pro,Office,2,3035.88,0.2,4857.41,4310.95,Search Ads,Debit Card,5,4,No,546.46,0.1125,2025-01,55+,0
ORD-00325,2025-06-16,C1328,39,West,Retail Store,Portable Speaker,Audio,1,2328.57,0.15,1979.28,1699.85,Email Offer,Credit Card,1,4,No,279.43,0.1412,2025-06,35-44,0
ORD-00326,2025-06-25,C1139,46,East,Website,Smart Watch,Wearables,1,6137.84,0.1,5524.06,4603.38,Organic,Cash,6,5,No,920.68,0.1667,2025-06,45-54,0
ORD-00327,2025-09-24,C1129,62,West,Website,Portable Speaker,Audio,3,2105.63,0.05,6001.05,4611.33,Influencer,Cash,3,5,No,1389.72,0.2316,2025-09,55+,0
ORD-00328,2025-01-28,C1044,59,West,Mobile App,Wireless Mouse,Accessories,5,814.1,0.0,4070.5,2808.64,Referral,Credit Card,4,5,No,1261.86,0.31,2025-01,55+,0
ORD-00329,2026-01-13,C1167,48,West,Mobile App,Laptop Stand,Office,1,1332.99,0.1,1199.69,839.78,Festive Sale,Cash,6,4,No,359.91,0.3,2026-01,45-54,0
ORD-00330,2025-04-01,C1117,23,West,Mobile App,Portable Speaker,Audio,2,2192.54,0.1,3946.57,3201.11,Referral,Credit Card,3,4,No,745.46,0.1889,2025-04,18-24,0
ORD-00331,2025-06-05,C1274,18,North,Mobile App,Wireless Mouse,Accessories,2,771.74,0.05,1466.31,1065.0,Referral,Debit Card,4,5,No,401.31,0.2737,2025-06,18-24,0
ORD-00332,2025-11-02,C1367,59,North,Mobile App,Smart Watch,Wearables,1,5758.94,0.25,4319.2,4319.21,Email Offer,UPI,2,4,No,-0.01,-0.0,2025-11,55+,0
ORD-00333,2025-08-05,C1094,26,East,Website,Smart Watch,Wearables,2,6338.29,0.15,10775.09,9507.43,Email Offer,Net Banking,3,3,No,1267.66,0.1176,2025-08,25-34,0
ORD-00334,2025-04-07,C1145,35,North,Website,Mechanical Keyboard,Accessories,4,3763.43,0.0,15053.72,10537.61,Search Ads,Credit Card,3,3,No,4516.11,0.3,2025-04,35-44,0
ORD-00335,2025-02-16,C1017,39,North,Mobile App,USB-C Hub,Accessories,1,1887.97,0.2,1510.38,1246.06,Email Offer,UPI,4,2,No,264.32,0.175,2025-02,35-44,0
ORD-00336,2025-10-06,C1366,33,South,Website,Portable Speaker,Audio,3,2365.98,0.1,6388.15,5181.5,Festive Sale,UPI,5,4,No,1206.65,0.1889,2025-10,25-34,0
ORD-00337,2025-04-12,C1082,58,North,Mobile App,Portable Speaker,Audio,5,2352.48,0.2,9409.92,8586.54,Email Offer,Debit Card,3,5,No,823.38,0.0875,2025-04,55+,0
ORD-00338,2025-04-12,C1167,18,North,Retail Store,Mechanical Keyboard,Accessories,1,3573.41,0.0,3573.41,2501.39,Search Ads,Net Banking,3,3,No,1072.02,0.3,2025-04,18-24,0
ORD-00339,2026-02-09,C1191,23,North,Retail Store,Smart Watch,Wearables,2,6091.35,0.15,10355.3,9137.02,Influencer,UPI,3,3,No,1218.28,0.1176,2026-02,18-24,0
ORD-00340,2025-01-31,C1286,59,South,Mobile App,Mechanical Keyboard,Accessories,3,3396.4,0.15,8660.82,7132.45,Email Offer,Credit Card,2,5,No,1528.37,0.1765,2025-01,55+,0
ORD-00341,2025-01-11,C1278,62,East,Mobile App,Webcam Pro,Office,1,3027.32,0.25,2270.49,2149.4,Email Offer,Debit Card,2,4,No,121.09,0.0533,2025-01,55+,0
ORD-00342,2026-03-21,C1001,58,North,Mobile App,USB-C Hub,Accessories,1,1858.62,0.1,1672.76,1226.69,Organic,Cash,3,4,No,446.07,0.2667,2026-03,55+,0
ORD-00343,2026-03-15,C1255,53,South,Website,Mechanical Keyboard,Accessories,1,3512.48,0.15,2985.61,2458.73,Email Offer,Cash,3,3,No,526.88,0.1765,2026-03,45-54,0
ORD-00344,2025-12-04,C1099,24,North,Retail Store,Bluetooth Headphones,Audio,1,2341.88,0.0,2341.88,1686.16,Search Ads,Net Banking,4,1,No,655.72,0.28,2025-12,18-24,0
ORD-00345,2025-09-27,C1041,47,North,Website,Laptop Stand,Office,2,1331.37,0.15,2263.33,1677.53,Festive Sale,Debit Card,1,5,No,585.8,0.2588,2025-09,45-54,0
ORD-00346,2026-02-11,C1050,24,East,Mobile App,Wireless Mouse,Accessories,2,857.88,0.15,1458.4,1183.88,Festive Sale,Credit Card,2,5,No,274.52,0.1882,2026-02,18-24,0
ORD-00347,2025-09-27,C1346,47,South,Mobile App,Smart Watch,Wearables,2,6072.49,0.0,12144.98,9108.73,Influencer,Net Banking,6,5,No,3036.25,0.25,2025-09,45-54,0
ORD-00348,2025-09-16,C1167,41,South,Mobile App,Mechanical Keyboard,Accessories,2,3527.04,0.1,6348.67,4937.85,Referral,Debit Card,5,4,No,1410.82,0.2222,2025-09,35-44,0
ORD-00349,2025-11-08,C1230,43,South,Website,Smart Watch,Wearables,2,6442.11,0.1,11595.8,9663.17,Referral,Debit Card,4,1,Yes,1932.63,0.1667,2025-11,35-44,1
ORD-00350,2025-01-04,C1293,54,South,Website,Laptop Stand,Office,1,1301.34,0.1,1171.21,819.85,Organic,Credit Card,4,3,Yes,351.36,0.3,2025-01,45-54,1
ORD-00351,2025-03-12,C1205,54,East,Retail Store,Laptop Stand,Office,1,1214.18,0.1,1092.76,764.93,Referral,Net Banking,3,5,No,327.83,0.3,2025-03,45-54,0
ORD-00352,2026-02-27,C1172,40,East,Website,Bluetooth Headphones,Audio,3,2667.68,0.1,7202.74,5762.19,Festive Sale,Credit Card,1,5,No,1440.55,0.2,2026-02,35-44,0
ORD-00353,2026-01-18,C1168,50,West,Website,Wireless Mouse,Accessories,2,807.3,0.1,1453.14,1114.07,Organic,Cash,1,5,No,339.07,0.2333,2026-01,45-54,0
ORD-00354,2025-10-22,C1244,54,South,Website,Bluetooth Headphones,Audio,3,2433.49,0.05,6935.45,5256.35,Search Ads,UPI,1,5,No,1679.1,0.2421,2025-10,45-54,0
ORD-00355,2025-07-24,C1101,53,South,Mobile App,Webcam Pro,Office,1,3072.05,0.25,2304.04,2181.16,Email Offer,Debit Card,4,4,No,122.88,0.0533,2025-07,45-54,0
ORD-00356,2025-12-17,C1305,59,North,Mobile App,Bluetooth Headphones,Audio,1,2427.32,0.1,2184.59,1747.67,Search Ads,Cash,4,1,No,436.92,0.2,2025-12,55+,0
ORD-00357,2026-02-25,C1080,23,South,Website,Portable Speaker,Audio,4,2264.22,0.05,8604.04,6611.51,Search Ads,UPI,7,3,Yes,1992.53,0.2316,2026-02,18-24,1
ORD-00358,2025-06-25,C1105,52,East,Website,Bluetooth Headphones,Audio,1,2514.2,0.05,2388.49,1810.22,Influencer,Cash,3,4,No,578.27,0.2421,2025-06,45-54,0
ORD-00359,2026-01-09,C1146,30,North,Website,USB-C Hub,Accessories,4,1798.83,0.2,5756.26,4748.91,Festive Sale,UPI,6,5,No,1007.35,0.175,2026-01,25-34,0
ORD-00360,2025-07-18,C1261,63,East,Retail Store,Laptop Stand,Office,1,1398.72,0.15,1188.91,881.19,Search Ads,Cash,4,2,No,307.72,0.2588,2025-07,55+,0
ORD-00361,2025-02-15,C1157,39,South,Mobile App,USB-C Hub,Accessories,1,2027.3,0.15,1723.2,1338.02,Festive Sale,Debit Card,6,4,No,385.18,0.2235,2025-02,35-44,0
ORD-00362,2025-05-01,C1116,27,North,Mobile App,Laptop Stand,Office,3,1392.34,0.0,4177.02,2631.53,Organic,UPI,4,4,No,1545.49,0.37,2025-05,25-34,0
ORD-00363,2026-01-09,C1169,46,South,Website,Webcam Pro,Office,2,3195.61,0.15,5432.54,4537.76,Referral,Credit Card,5,4,No,894.78,0.1647,2026-01,45-54,0
ORD-00364,2025-06-08,C1081,38,West,Retail Store,USB-C Hub,Accessories,5,2030.57,0.05,9645.21,6700.89,Influencer,UPI,5,2,No,2944.32,0.3053,2025-06,35-44,0
ORD-00365,2025-04-05,C1327,35,South,Mobile App,Mechanical Keyboard,Accessories,2,3467.09,0.2,5547.34,4853.93,Email Offer,Cash,4,3,No,693.41,0.125,2025-04,35-44,0
ORD-00366,2025-05-17,C1069,50,South,Website,Smart Watch,Wearables,1,6267.59,0.0,6267.59,4700.69,Influencer,Debit Card,4,5,No,1566.9,0.25,2025-05,45-54,0
ORD-00367,2025-04-05,C1008,35,West,Mobile App,Webcam Pro,Office,1,3125.94,0.25,2344.46,2219.41,Festive Sale,UPI,3,5,No,125.05,0.0533,2025-04,35-44,0
ORD-00368,2025-04-01,C1312,42,West,Mobile App,Portable Speaker,Audio,3,2296.18,0.25,5166.4,5028.64,Email Offer,Cash,3,5,No,137.76,0.0267,2025-04,35-44,0
ORD-00369,2025-11-01,C1203,20,North,Website,Wireless Mouse,Accessories,3,801.39,0.0,2404.17,1658.88,Search Ads,Net Banking,3,4,No,745.29,0.31,2025-11,18-24,0
ORD-00370,2025-07-23,C1331,46,East,Mobile App,Laptop Stand,Office,1,1291.43,0.15,1097.72,813.6,Festive Sale,Cash,3,2,No,284.12,0.2588,2025-07,45-54,0
ORD-00371,2025-12-23,C1047,34,West,Website,USB-C Hub,Accessories,1,2015.23,0.15,1712.95,1330.05,Email Offer,UPI,3,4,No,382.9,0.2235,2025-12,25-34,0
ORD-00372,2025-02-16,C1262,57,West,Mobile App,Bluetooth Headphones,Audio,1,2615.38,0.15,2223.07,1883.07,Influencer,UPI,3,5,No,340.0,0.1529,2025-02,55+,0
ORD-00373,2026-01-29,C1092,63,East,Mobile App,USB-C Hub,Accessories,2,2011.06,0.05,3821.01,2654.6,Search Ads,Credit Card,3,2,No,1166.41,0.3053,2026-01,55+,0
ORD-00374,2025-03-02,C1279,18,South,Website,USB-C Hub,Accessories,2,2006.99,0.25,3010.48,2649.22,Email Offer,Cash,1,4,No,361.26,0.12,2025-03,18-24,0
ORD-00375,2025-12-04,C1143,57,West,Website,Portable Speaker,Audio,1,2333.46,0.15,1983.44,1703.43,Festive Sale,Debit Card,4,4,No,280.01,0.1412,2025-12,55+,0
ORD-00376,2025-01-19,C1026,24,North,Mobile App,USB-C Hub,Accessories,3,2026.73,0.1,5472.17,4012.92,Referral,Debit Card,5,4,No,1459.25,0.2667,2025-01,18-24,0
ORD-00377,2025-11-09,C1195,22,West,Mobile App,USB-C Hub,Accessories,1,1845.17,0.2,1476.14,1217.81,Festive Sale,Debit Card,5,5,No,258.33,0.175,2025-11,18-24,0
ORD-00378,2025-06-18,C1323,51,South,Mobile App,Webcam Pro,Office,2,3109.23,0.0,6218.46,4415.11,Organic,Cash,4,5,No,1803.35,0.29,2025-06,45-54,0
ORD-00379,2026-02-08,C1182,26,West,Mobile App,Laptop Stand,Office,1,1401.89,0.2,1121.51,883.19,Organic,Cash,3,4,No,238.32,0.2125,2026-02,25-34,0
ORD-00380,2025-04-30,C1316,44,South,Website,Laptop Stand,Office,1,1371.34,0.0,1371.34,863.95,Influencer,Credit Card,2,4,No,507.39,0.37,2025-04,35-44,0
ORD-00381,2025-01-06,C1393,18,East,Website,Smart Watch,Wearables,1,6046.99,0.1,5442.29,4535.24,Organic,Credit Card,2,3,No,907.05,0.1667,2025-01,18-24,0
ORD-00382,2025-04-10,C1322,47,East,Retail Store,Mechanical Keyboard,Accessories,1,3488.64,0.15,2965.34,2442.05,Festive Sale,Net Banking,5,5,No,523.29,0.1765,2025-04,45-54,0
ORD-00383,2026-02-06,C1107,54,North,Retail Store,Webcam Pro,Office,1,3016.22,0.1,2714.6,2141.52,Organic,Debit Card,5,5,No,573.08,0.2111,2026-02,45-54,0
ORD-00384,2026-03-07,C1096,56,East,Retail Store,Wireless Mouse,Accessories,2,812.51,0.05,1543.77,1121.27,Organic,Debit Card,3,3,No,422.5,0.2737,2026-03,55+,0
ORD-00385,2025-12-30,C1155,31,East,Website,Wireless Mouse,Accessories,1,792.85,0.05,753.21,547.07,Referral,UPI,3,4,No,206.14,0.2737,2025-12,25-34,0
ORD-00386,2025-08-16,C1074,24,West,Retail Store,Wireless Mouse,Accessories,1,834.22,0.2,667.38,575.61,Email Offer,Credit Card,4,5,No,91.77,0.1375,2025-08,18-24,0
ORD-00387,2025-04-16,C1352,56,West,Website,Wireless Mouse,Accessories,3,854.27,0.2,2050.25,1768.34,Festive Sale,Debit Card,4,5,No,281.91,0.1375,2025-04,55+,0
ORD-00388,2025-01-12,C1226,60,South,Website,Laptop Stand,Office,1,1261.41,0.1,1135.27,794.69,Organic,UPI,3,3,No,340.58,0.3,2025-01,55+,0
ORD-00389,2025-01-08,C1146,54,South,Mobile App,Bluetooth Headphones,Audio,2,2676.24,0.1,4817.23,3853.79,Search Ads,UPI,3,3,Yes,963.44,0.2,2025-01,45-54,1
ORD-00390,2025-03-08,C1092,63,West,Retail Store,Wireless Mouse,Accessories,1,789.6,0.1,710.64,544.82,Festive Sale,Net Banking,3,4,No,165.82,0.2333,2025-03,55+,0
ORD-00391,2025-11-12,C1048,62,East,Website,Mechanical Keyboard,Accessories,1,3536.95,0.25,2652.71,2475.87,Festive Sale,Net Banking,3,4,No,176.84,0.0667,2025-11,55+,0
ORD-00392,2025-04-29,C1341,39,South,Retail Store,Smart Watch,Wearables,2,6190.6,0.15,10524.02,9285.9,Email Offer,Net Banking,1,5,No,1238.12,0.1176,2025-04,35-44,0
ORD-00393,2025-01-16,C1310,54,West,Website,Bluetooth Headphones,Audio,1,2606.13,0.05,2475.82,1876.42,Referral,Cash,5,3,No,599.4,0.2421,2025-01,45-54,0
ORD-00394,2025-11-29,C1281,28,East,Mobile App,Bluetooth Headphones,Audio,1,2547.33,0.15,2165.23,1834.08,Search Ads,Credit Card,1,5,No,331.15,0.1529,2025-11,25-34,0
ORD-00395,2026-02-21,C1040,63,West,Mobile App,Webcam Pro,Office,1,3077.03,0.05,2923.18,2184.69,Search Ads,UPI,2,4,No,738.49,0.2526,2026-02,55+,0
ORD-00396,2026-02-25,C1331,60,South,Website,Portable Speaker,Audio,1,2138.28,0.25,1603.71,1560.94,Festive Sale,Cash,3,2,No,42.77,0.0267,2026-02,55+,0
ORD-00397,2026-01-22,C1349,38,South,Mobile App,Wireless Mouse,Accessories,1,760.09,0.25,570.07,524.46,Email Offer,Debit Card,2,4,No,45.61,0.08,2026-01,35-44,0
ORD-00398,2025-02-15,C1028,18,West,Retail Store,Wireless Mouse,Accessories,3,850.27,0.0,2550.81,1760.07,Referral,UPI,1,5,No,790.74,0.31,2025-02,18-24,0
ORD-00399,2026-03-17,C1196,43,North,Website,Laptop Stand,Office,2,1261.2,0.15,2144.04,1589.11,Influencer,Cash,3,4,No,554.93,0.2588,2026-03,35-44,0
ORD-00400,2025-07-16,C1332,19,West,Website,Mechanical Keyboard,Accessories,5,3225.58,0.05,15321.5,11289.51,Search Ads,Net Banking,2,3,No,4031.99,0.2632,2025-07,18-24,0
ORD-00401,2025-03-11,C1218,57,South,Mobile App,Bluetooth Headphones,Audio,1,2540.76,0.15,2159.65,1829.34,Influencer,Credit Card,2,3,No,330.31,0.1529,2025-03,55+,0
ORD-00402,2025-04-06,C1211,52,North,Mobile App,Webcam Pro,Office,3,2999.83,0.05,8549.52,6389.64,Influencer,Cash,3,4,Yes,2159.88,0.2526,2025-04,45-54,1
ORD-00403,2025-09-05,C1270,35,North,Mobile App,Mechanical Keyboard,Accessories,4,3627.87,0.0,14511.48,10158.03,Search Ads,UPI,4,4,No,4353.45,0.3,2025-09,35-44,0
ORD-00404,2025-12-17,C1241,54,North,Retail Store,Laptop Stand,Office,2,1301.63,0.25,1952.45,1640.06,Email Offer,Debit Card,3,5,No,312.39,0.16,2025-12,45-54,0
ORD-00405,2025-03-27,C1087,54,East,Mobile App,Wireless Mouse,Accessories,2,795.57,0.0,1591.14,1097.89,Influencer,Net Banking,5,2,No,493.25,0.31,2025-03,45-54,0
ORD-00406,2025-02-12,C1132,18,North,Retail Store,USB-C Hub,Accessories,1,1832.45,0.05,1740.83,1209.42,Organic,Credit Card,2,5,No,531.41,0.3053,2025-02,18-24,0
ORD-00407,2025-12-04,C1017,39,East,Mobile App,Portable Speaker,Audio,1,2304.33,0.15,1958.68,1682.16,Email Offer,Net Banking,1,5,No,276.52,0.1412,2025-12,35-44,0
ORD-00408,2026-01-30,C1177,21,South,Mobile App,Webcam Pro,Office,2,3036.31,0.05,5768.99,4311.56,Search Ads,UPI,2,4,No,1457.43,0.2526,2026-01,18-24,0
ORD-00409,2025-03-27,C1362,42,West,Mobile App,Portable Speaker,Audio,1,2156.71,0.2,1725.37,1574.4,Search Ads,Net Banking,4,4,No,150.97,0.0875,2025-03,35-44,0
ORD-00410,2025-12-14,C1137,24,North,Website,Mechanical Keyboard,Accessories,2,3406.61,0.2,5450.58,4769.25,Email Offer,Credit Card,4,3,No,681.33,0.125,2025-12,18-24,0
ORD-00411,2026-01-11,C1005,22,East,Mobile App,Smart Watch,Wearables,5,5529.23,0.1,24881.54,20734.62,Organic,Debit Card,5,1,No,4146.92,0.1667,2026-01,18-24,0
ORD-00412,2025-05-09,C1112,56,North,Website,Smart Watch,Wearables,1,6377.15,0.2,5101.72,4782.86,Influencer,UPI,5,4,No,318.86,0.0625,2025-05,55+,0
ORD-00413,2026-03-15,C1357,29,West,Mobile App,USB-C Hub,Accessories,3,2019.32,0.2,4846.37,3998.26,Search Ads,Net Banking,6,3,No,848.11,0.175,2026-03,25-34,0
ORD-00414,2025-12-21,C1031,34,East,Website,Mechanical Keyboard,Accessories,1,3405.31,0.25,2553.98,2383.72,Email Offer,UPI,3,5,No,170.26,0.0667,2025-12,25-34,0
ORD-00415,2025-09-09,C1112,57,West,Website,Smart Watch,Wearables,1,6256.92,0.05,5944.07,4692.69,Organic,UPI,4,4,No,1251.38,0.2105,2025-09,55+,0
ORD-00416,2025-10-20,C1359,39,West,Website,Laptop Stand,Office,1,1250.46,0.25,937.84,787.79,Festive Sale,Net Banking,3,5,No,150.05,0.16,2025-10,35-44,0
ORD-00417,2025-09-02,C1197,62,West,Retail Store,Webcam Pro,Office,3,2867.45,0.0,8602.35,6107.67,Organic,Debit Card,1,5,No,2494.68,0.29,2025-09,55+,0
ORD-00418,2025-12-16,C1175,23,West,Website,Laptop Stand,Office,5,1306.2,0.0,6531.0,4114.52,Referral,Credit Card,2,5,No,2416.48,0.37,2025-12,18-24,0
ORD-00419,2025-04-01,C1324,46,West,Mobile App,Wireless Mouse,Accessories,1,797.27,0.2,637.82,550.12,Festive Sale,Credit Card,5,5,No,87.7,0.1375,2025-04,45-54,0
ORD-00420,2025-09-08,C1231,19,North,Mobile App,Webcam Pro,Office,2,3222.1,0.15,5477.57,4575.39,Organic,UPI,6,1,No,902.18,0.1647,2025-09,18-24,0
ORD-00421,2025-07-27,C1275,27,South,Mobile App,Bluetooth Headphones,Audio,2,2647.02,0.15,4499.93,3811.71,Influencer,UPI,6,5,No,688.22,0.1529,2025-07,25-34,0
ORD-00422,2025-08-30,C1158,24,South,Mobile App,Wireless Mouse,Accessories,1,741.47,0.05,704.4,511.61,Influencer,UPI,5,4,No,192.79,0.2737,2025-08,18-24,0
ORD-00423,2026-02-23,C1378,61,North,Mobile App,Bluetooth Headphones,Audio,3,2469.5,0.15,6297.22,5334.11,Festive Sale,Credit Card,3,4,No,963.11,0.1529,2026-02,55+,0
ORD-00424,2026-01-27,C1284,28,South,Website,Wireless Mouse,Accessories,1,824.09,0.15,700.48,568.63,Email Offer,Credit Card,2,4,No,131.85,0.1882,2026-01,25-34,0
ORD-00425,2025-02-21,C1362,59,South,Website,Webcam Pro,Office,1,3203.48,0.15,2722.96,2274.47,Festive Sale,Credit Card,3,4,No,448.49,0.1647,2025-02,55+,0
ORD-00426,2025-04-16,C1306,29,East,Mobile App,USB-C Hub,Accessories,1,1957.24,0.05,1859.38,1291.78,Organic,Debit Card,1,5,No,567.6,0.3053,2025-04,25-34,0
ORD-00427,2025-06-28,C1277,50,North,Mobile App,Webcam Pro,Office,1,3173.05,0.2,2538.44,2252.87,Festive Sale,UPI,3,3,No,285.57,0.1125,2025-06,45-54,0
ORD-00428,2026-02-12,C1223,34,West,Mobile App,USB-C Hub,Accessories,1,1833.69,0.2,1466.95,1210.24,Festive Sale,UPI,3,4,No,256.71,0.175,2026-02,25-34,0
ORD-00429,2025-02-23,C1370,46,South,Website,Wireless Mouse,Accessories,1,849.51,0.1,764.56,586.16,Festive Sale,Credit Card,4,4,No,178.4,0.2333,2025-02,45-54,0
ORD-00430,2026-02-03,C1113,22,East,Website,Bluetooth Headphones,Audio,1,2449.23,0.15,2081.85,1763.45,Search Ads,Credit Card,6,4,No,318.4,0.1529,2026-02,18-24,0
ORD-00431,2025-04-21,C1139,30,South,Website,Portable Speaker,Audio,1,2149.25,0.05,2041.79,1568.95,Influencer,Net Banking,3,4,Yes,472.84,0.2316,2025-04,25-34,1
ORD-00432,2025-08-23,C1327,57,South,Mobile App,Webcam Pro,Office,1,2834.31,0.1,2550.88,2012.36,Organic,Credit Card,3,5,No,538.52,0.2111,2025-08,55+,0
ORD-00433,2025-02-14,C1220,33,West,Retail Store,Webcam Pro,Office,1,2766.04,0.2,2212.83,1963.89,Email Offer,Cash,4,3,No,248.94,0.1125,2025-02,25-34,0
ORD-00434,2025-01-03,C1246,62,North,Website,Webcam Pro,Office,1,3013.93,0.25,2260.45,2139.89,Festive Sale,UPI,7,5,No,120.56,0.0533,2025-01,55+,0
ORD-00435,2025-10-13,C1047,19,West,Retail Store,Wireless Mouse,Accessories,1,817.87,0.1,736.08,564.33,Search Ads,Cash,3,4,No,171.75,0.2333,2025-10,18-24,0
ORD-00436,2025-01-13,C1190,58,West,Mobile App,Portable Speaker,Audio,3,2300.98,0.15,5867.5,5039.15,Search Ads,UPI,1,4,No,828.35,0.1412,2025-01,55+,0
ORD-00437,2025-07-17,C1107,61,North,Website,Mechanical Keyboard,Accessories,2,3541.12,0.2,5665.79,4957.56,Organic,Debit Card,4,2,No,708.23,0.125,2025-07,55+,0
